,publish_date,video_id,channel_id,collection_date
16,2017-05-12 23:48:29.000000,l2-jH1vFrW8,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:57.783617
17,2017-04-25 01:32:29.000000,TYEvIVOcvjY,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:57.783617
18,2017-04-24 22:53:47.000000,eegkVnEzAMs,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:57.783617
19,2017-04-23 03:10:25.000000,RpcF2oHWG_s,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:57.783617
20,2017-03-19 17:19:57.000000,cz9s98gi7jA,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:57.783617
21,2017-02-21 11:21:13.000000,5qWaJKAQfek,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:57.783617
22,2017-02-04 04:19:24.000000,XUeAOT28RKU,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:57.783617
23,2017-01-28 16:53:05.000000,NBoVdTSn1Io,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:57.783617
24,2017-01-07 14:00:00.000000,8iNumDWB3rk,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:57.783617
25,2016-12-30 06:34:59.000000,k8M3LnXIgM8,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:57.783617
26,2016-12-15 00:38:37.000000,U3zT3Ii1d6k,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:57.783617
27,2016-12-10 04:47:47.000000,UAq2_7KgebE,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:57.783617
28,2016-12-03 14:55:03.000000,mV4njhYPS3c,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:57.783617
29,2016-11-13 01:28:54.000000,2aC0dxgCLFQ,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:57.783617
30,2016-11-05 23:11:34.000000,ocqpollk78Y,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:57.783617
31,2016-11-03 19:04:50.000000,x_WinXlct9s,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:57.783617
32,2016-11-01 16:26:41.000000,piuLj43BngY,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:57.783617
33,2016-10-31 16:24:20.000000,MqA1pjxCeUQ,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:57.783617
34,2016-10-17 15:37:19.000000,SQlcoYmkeZ4,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:57.783617
35,2016-10-12 03:03:23.000000,wVI_XaPWKn0,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:57.783617
36,2016-10-05 19:54:32.000000,rbJCFA95zrA,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:57.784609
37,2016-10-03 21:50:02.000000,dtr2StsKVJ8,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:57.784609
38,2016-09-29 18:22:31.000000,LZR6OgJUZXo,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:57.784609
39,2016-09-27 16:07:46.000000,I3wq5gch_70,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:57.784609
40,2016-09-22 21:21:24.000000,77CdqY4IdgU,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:57.784609
41,2016-09-21 21:48:28.000000,TJlhXD9Hpco,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:57.784609
42,2016-09-18 03:42:51.000000,qdPoiFcm3Uw,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:57.784609
43,2016-09-14 09:48:59.000000,iPbMkWV1xYs,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:57.784609
44,2016-08-30 20:04:42.000000,SJ57duOhWJU,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:57.784609
45,2016-08-18 06:50:53.000000,k2YGLGhG4jg,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:57.784609
46,2016-08-10 11:21:42.000000,8gWLUP3GVEU,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:57.784609
47,2016-08-09 05:37:22.000000,K5tyTkzeYL8,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:57.784609
48,2016-07-30 09:47:12.000000,rourk2-OCcc,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:57.784609
49,2016-07-24 23:06:36.000000,dzivC-4PltI,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:57.784609
50,2016-07-15 11:32:37.000000,qNMqGWaSow0,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:58.089638
51,2016-07-01 09:53:37.000000,zvD5q2Z9l-w,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:58.089638
52,2016-06-17 07:58:40.000000,TJV5JcBFEiU,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:58.089638
53,2016-06-13 03:36:37.000000,Ef1kxAplK4Y,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:58.089638
54,2016-06-08 20:05:00.000000,O2cskmLir4E,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:58.089638
55,2016-06-07 19:33:12.000000,Dx72Na62kO8,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:58.089638
56,2016-05-31 04:13:23.000000,aDmWMD0U3bI,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:58.089638
57,2016-05-28 08:27:26.000000,TOvpzI7noKs,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:58.089638
58,2016-05-25 18:54:01.000000,ZZVRrZUeA3E,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:58.089638
59,2016-05-19 19:30:52.000000,sxYoqvVDu9M,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:58.089638
60,2016-05-18 07:42:33.000000,OIOhBPcocwc,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:58.089638
61,2016-04-27 10:38:31.000000,c_VdCzYLoao,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:58.089638
62,2016-04-27 00:26:28.000000,VIeEqoM3mXg,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:58.089638
63,2016-04-22 00:08:38.000000,_QrKVdtELdM,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:58.089638
64,2016-04-17 14:53:25.000000,liXEYaSgrzw,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:58.089638
65,2016-04-14 09:39:58.000000,E-1Y6VA38vM,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:58.089638
66,2016-04-14 18:32:36.000000,1arTURCdOO0,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:58.089638
67,2016-04-02 04:03:54.000000,4OpOo5V08EM,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:58.089638
68,2016-03-25 02:51:17.000000,9IOtLx99Tmk,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:58.089638
69,2016-03-19 08:11:30.000000,ty88Tlg84Ys,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:58.089638
70,2016-02-18 14:53:23.000000,9Fb7vT7FylI,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:58.089638
71,2016-01-27 20:41:09.000000,VVdGzemqeCE,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:58.089638
72,2016-01-26 11:22:17.000000,3mIiDmf7j-Y,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:58.089638
73,2016-01-16 20:38:23.000000,j7RsCyUjwAM,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:58.089638
74,2015-12-24 02:16:11.000000,JHRxnTZz3NU,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:58.089638
75,2015-12-20 19:28:30.000000,IY9o_vp8_go,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:58.089638
76,2015-11-18 23:53:27.000000,_XVTRHhVbaM,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:58.089638
77,2015-11-17 21:31:16.000000,tigtyPh_3ak,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:58.089638
78,2015-11-14 14:10:46.000000,GukrNQ8SxmM,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:58.089638
79,2015-11-09 04:58:45.000000,uG2fQppuij8,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:58.089638
80,2015-11-06 00:35:00.000000,BdhSDq20rIM,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:58.089638
81,2015-10-30 01:50:24.000000,n97cUSa9yhs,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:58.089638
82,2015-10-27 00:30:07.000000,v8veLBwJQC4,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:58.089638
83,2015-10-25 11:10:19.000000,BFLwwdOlowE,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:58.089638
84,2015-10-24 05:22:18.000000,oTz930YrGbA,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:58.089638
85,2015-10-20 06:06:02.000000,83b17x3sMKw,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:58.089638
86,2015-10-07 07:55:22.000000,f-HxDuVjre8,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:58.089638
87,2015-09-30 22:48:52.000000,rZECTJ3LUQ0,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:58.089638
88,2015-10-02 14:19:19.000000,f7lQiKIAjEA,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:58.089638
89,2015-09-20 19:11:06.000000,7CCxMN7cGKw,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:58.089638
90,2015-08-20 06:04:32.000000,0zOB0kr2RLs,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:58.089638
91,2015-08-09 00:56:28.000000,0RqJtuoPccw,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:58.089638
92,2015-07-27 18:23:23.000000,z5ob2dSih8M,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:58.089638
93,2015-08-02 19:04:41.000000,cjcIQOUuFQ4,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:58.089638
94,2015-05-01 03:06:17.000000,pi11y5x6l8I,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:58.089638
95,2015-04-20 14:49:47.000000,mYCuQ0xJEtU,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:58.089638
96,2015-04-15 03:12:01.000000,idymUbzQKXE,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:58.089638
97,2015-03-03 18:50:56.000000,xVYnQyZWlik,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:58.089638
98,2015-02-24 23:16:11.000000,haZ75ihki50,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:58.089638
99,2015-02-05 19:26:59.000000,DoDxC7RD37Y,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:58.089638
100,2015-01-30 05:57:27.000000,5a5GC8Lno3E,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:58.357860
101,2015-01-13 16:39:56.000000,EX39i_JDDSU,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:58.357860
102,2015-01-13 15:52:22.000000,nunlkji0vnY,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:58.357860
103,2014-10-01 13:54:22.000000,2do-DrRYRvE,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:58.357860
104,2014-09-24 22:06:40.000000,kXRuTDnv4Hc,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:58.357860
105,2014-09-19 03:15:12.000000,B3OcEYdSogY,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:58.357860
106,2014-08-08 00:13:40.000000,-htqkl3gSes,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:58.357860
107,2014-08-05 19:44:58.000000,CeYJXIgNxRo,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:58.357860
108,2014-07-26 19:53:59.000000,eSyrFey9Dbk,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:58.357860
109,2014-07-25 07:23:06.000000,eghzIbRuWKw,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:58.357860
110,2014-07-13 08:51:17.000000,bRGC-Zu3kBA,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:58.357860
111,2014-07-09 23:16:18.000000,aVhp7fWSLZw,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:58.357860
112,2014-07-02 00:17:36.000000,OoqkEL7m-Oo,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:58.357860
113,2014-06-29 16:27:04.000000,qBJF9cmud8k,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:58.357860
114,2014-06-24 08:55:29.000000,tpnKd4aGc9Y,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:58.357860
115,2014-06-19 00:08:43.000000,Y8L0IaiWBFs,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:58.357860
116,2014-06-16 16:22:34.000000,5-1eqC1M_AQ,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:58.357860
117,2014-06-15 17:15:13.000000,WjGhp7ugGyI,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:58.357860
118,2014-06-04 07:54:23.000000,ZantzARkMwM,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:58.358858
119,2014-05-29 06:21:35.000000,Huh4DffWku0,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:58.358858
120,2014-05-28 05:26:25.000000,IuRx4ccb0ac,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:58.358858
121,2014-05-27 01:28:35.000000,4mgA9z4gPas,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:58.358858
122,2014-05-13 03:48:06.000000,SzXXvUjg8Fo,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:58.358858
123,2014-05-02 06:18:22.000000,ZLEd5e8-LaE,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:58.358858
124,2014-04-30 03:31:33.000000,JW4zlK-1vcE,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:58.358858
125,2014-04-29 18:26:11.000000,joVFKR7VcEM,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:58.358858
126,2014-04-24 07:30:14.000000,gsGZSdR_OZw,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:58.358858
127,2014-04-04 05:00:31.000000,v_dRt00ufp4,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:58.358858
128,2014-03-27 04:53:47.000000,DqfL2wPziDY,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:58.358858
129,2014-03-24 21:22:30.000000,rnL-gHOFSCM,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:58.358858
130,2014-03-07 05:15:59.000000,nLaivgarUn4,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:58.358858
131,2014-02-12 08:22:50.000000,UDcDxg5tdRM,UCLJkNhB1Eg_mXx0quUju0Og,2018-11-02 14:57:58.358858
